UTC,Temperature,Pressure,Altitude,Lat,Lon,RollAngle,PitchAngle,YawAngle,AccX,AccY,AccZ,AnguSpeX,AnguSpeY,AnguSpeZ
16:12:29,19.100,96006,452.999,30.08746,102.07236,-113.7,-8.6,-146.6,4.373,-26.462,-11.711,-2.4,-2.4,-2.4
16:12:29,19.100,96006,452.999,30.08746,102.07236,-113.7,-8.6,-146.6,4.373,-26.462,-11.711,-2.4,-2.4,-2.4
16:12:29,19.100,96006,452.999,30.08746,102.07236,-113.7,-8.6,-146.6,4.373,-26.462,-11.711,-2.4,-2.4,-2.4
16:12:29,19.100,96006,452.999,30.08746,102.07236,-113.7,-8.6,-146.6,4.373,-26.462,-11.711,-2.4,-2.4,-2.4
